id,sku,name,description,generatedDescription,brand,price,originalPrice,currency,categoryId,colors,sizes,inStock,imageUrl,images,sourceUrl
"abc-144257","65066511","Kids Boys Yellow Vespa Print Swim Shorts","D-Genz — Kids Boys Yellow Vespa Print Swim Shorts. Available in Yellow.","true","D-Genz","38.4","64","USD","kids-clothing-swimwear","Yellow","6|8","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227c9ee0af7.webp?id=212577","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227c9ee0af7.webp?id=212577|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a227ca685d73.webp?id=212578","https://shopwithabc.com/lb/en/product/kids-boys-yellow-vespa-print-swim-shorts"
"abc-144245","65066484","Kids Boys Aqua Blue UFO and Spaceship Print Swim Shorts","D-Genz — Kids Boys Aqua Blue UFO and Spaceship Print Swim Shorts. Available in Blue, Cyan.","true","D-Genz","38.4","64","USD","kids-clothing-swimwear","Blue|Cyan","2|8|10|6","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227c0859ed5.webp?id=212573","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227c0859ed5.webp?id=212573|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a227c0f7749a.webp?id=212574","https://shopwithabc.com/lb/en/product/kids-boys-aqua-blue-ufo-and-spaceship-print-swim-shorts"
"abc-144240","65066494","Kids Boys Blue Pizza Slice Print Swim Shorts","D-Genz — Kids Boys Blue Pizza Slice Print Swim Shorts. Available in Blue.","true","D-Genz","38.4","64","USD","kids-clothing-swimwear","Blue","2|4|8","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227ba8bf93a.webp?id=212571","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a227ba8bf93a.webp?id=212571|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a227bafbc4fe.webp?id=212572","https://shopwithabc.com/lb/en/product/kids-boys-blue-pizza-slice-print-swim-shorts"
"abc-144230","65066499","Kids Boys Blue Cartoon Ghost Print Swim Shorts","D-Genz — Kids Boys Blue Cartoon Ghost Print Swim Shorts. Available in Blue.","true","D-Genz","32","64","USD","kids-clothing-swimwear","Blue","2|10","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a22943e7d76c.webp?id=212609","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a22943e7d76c.webp?id=212609","https://shopwithabc.com/lb/en/product/kids-boys-blue-cartoon-ghost-print-swim-shorts"
"abc-144225","65066474","Kids Boys Dollars Print Swim Shorts","D-Genz — Kids Boys Dollars Print Swim Shorts. Available in Blue.","true","D-Genz","38.4","64","USD","kids-clothing-swimwear","Blue","2|4","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2293e94270e.webp?id=212607","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2293e94270e.webp?id=212607|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a2293f256357.webp?id=212608","https://shopwithabc.com/lb/en/product/kids-boys-dollars-print-swim-shorts"
"abc-144220","65066479","Kids Boys Lime Green Hamburger Print Swim Shorts","D-Genz — Kids Boys Lime Green Hamburger Print Swim Shorts. Available in Green.","true","D-Genz","38.4","64","USD","kids-clothing-swimwear","Green","2|8|10","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2293a2902c1.webp?id=212605","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2293a2902c1.webp?id=212605|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a2293a8f2392.webp?id=212606","https://shopwithabc.com/lb/en/product/kids-boys-lime-green-hamburger-print-swim-shorts"
"abc-144208","65066604","Kids Girls Cherry Detail Casual Jumpsuit","D-Genz — Kids Girls Cherry Detail Casual Jumpsuit. Available in Yellow, Lt Purple.","true","D-Genz","41.4","69","USD","kids-clothing-jumpsuits-and-rompers","Yellow|Lt Purple","4|6|8|12|14|10","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2292f530194.webp?id=212602","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a2292f530194.webp?id=212602","https://shopwithabc.com/lb/en/product/kids-girls-cherry-detail-casual-jumpsuit"
"abc-141381","65100834","Kids Neutral Light Yellow Stripes Short Sleeve T-Shirt","blue banana — Kids Neutral Light Yellow Stripes Short Sleeve T-Shirt. Available in Lt Yellow.","true","blue banana","13.6","34","USD","kids-clothing-tops-and-t-shirts","Lt Yellow","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d915c5ac3e.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d915c5ac3e.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d916b60171.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d916f53db3.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d91733d96e.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d91771b4bb.opt.webp","https://shopwithabc.com/lb/en/product/kids-neutral-light-yellow-stripes-short-sleeve-t-shirt"
"abc-141375","65100888","Kids Neutral Striped Crewneck Short Sleeve T-Shirt","blue banana — Kids Neutral Striped Crewneck Short Sleeve T-Shirt. Available in Aqua.","true","blue banana","13.6","34","USD","kids-clothing-tops-and-t-shirts","Aqua","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da1f802370.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da1f802370.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da20dcbbc8.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da21177d81.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da2151e1bb.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da2187750d.opt.webp","https://shopwithabc.com/lb/en/product/kids-neutral-striped-crewneck-short-sleeve-t-shirt"
"abc-141369","65100822","Kids Neutral White Classic 'X' Logo Short Sleeve Cotton T-Shirt","blue banana — Kids Neutral White Classic 'X' Logo Short Sleeve Cotton T-Shirt. Available in White.","true","blue banana","17.4","29","USD","kids-clothing-tops-and-t-shirts","White","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da27f5c8f5.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da27f5c8f5.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da29aa8d33.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da29e5c899.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da2a215324.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da2a52cdd9.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da2a8ce592.webp","https://shopwithabc.com/lb/en/product/kids-neutral-white-classic-x-logo-short-sleeve-cotton-t-shirt"
"abc-141363","65100816","Kids Neutral Blue Classic 'X' Logo Short Sleeve Cotton T-Shirt","blue banana — Kids Neutral Blue Classic 'X' Logo Short Sleeve Cotton T-Shirt. Available in Jay Blue.","true","blue banana","17.4","29","USD","kids-clothing-tops-and-t-shirts","Jay Blue","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da46b69998.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da46b69998.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da47ed6662.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da482ca8fb.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da483b0982.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da487c7b4e.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da48c81292.opt.webp","https://shopwithabc.com/lb/en/product/kids-neutral-blue-classic-x-logo-short-sleeve-cotton-t-shirt"
"abc-141359","65100830","Kids Neutral Aqua Classic 'X' Logo Short Sleeve Cotton T-Shirt","blue banana — Kids Neutral Aqua Classic 'X' Logo Short Sleeve Cotton T-Shirt. Available in Aqua.","true","blue banana","17.4","29","USD","kids-clothing-tops-and-t-shirts","Aqua","8|10|12","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da4fee40f7.webp?id=210284","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da4fee40f7.webp?id=210284|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da54418633.opt.webp?id=210292|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da54beeca0.opt.webp?id=210294|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da55051725.opt.webp?id=210298|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da5546ce5f.opt.webp?id=210299|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da55886c43.opt.webp?id=210300|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da55cef070.webp?id=210301|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da55ded72e.opt.webp?id=210303","https://shopwithabc.com/lb/en/product/kids-neutral-aqua-classic-x-logo-short-sleeve-cotton-t-shirt"
"abc-141351","65100804","Kids Neutral Short Sleeve T-Shirt with Back Geometric Surf Print","blue banana — Kids Neutral Short Sleeve T-Shirt with Back Geometric Surf Print. Available in White.","true","blue banana","17.4","29","USD","kids-clothing-tops-and-t-shirts","White","6|8|10|12|14|4","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da5aa86bbb.webp?id=210315","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0da5aa86bbb.webp?id=210315|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0da5b4aedc2.opt.webp?id=210320","https://shopwithabc.com/lb/en/product/kids-neutral-short-sleeve-t-shirt-with-back-geometric-surf-print"
"abc-141339","65100882","Kids Neutral Green Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Green Classic Embroidered X Short Sleeve T-Shirt. Available in Pine Green.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Pine Green","4|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eaf364042e.webp?id=211996","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eaf364042e.webp?id=211996|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eaf3e9cfde.opt.webp?id=211997|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eaf3fe3bf1.opt.webp?id=211998|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eaf4135b54.webp?id=211999","https://shopwithabc.com/lb/en/product/kids-neutral-green-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141333","65100875","Kids Neutral Blue Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Blue Classic Embroidered X Short Sleeve T-Shirt. Available in Jay Blue.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Jay Blue","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1ead441ffe0.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1ead441ffe0.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1ead5f49d0c.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1ead608e1e3.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1ead61ca565.webp","https://shopwithabc.com/lb/en/product/kids-neutral-blue-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141327","65100870","Kids Neutral Ice Blue Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Ice Blue Classic Embroidered X Short Sleeve T-Shirt. Available in Ice Blue.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Ice Blue","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eaca2e2c76.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eaca2e2c76.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eaca98b237.webp","https://shopwithabc.com/lb/en/product/kids-neutral-ice-blue-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141321","65100864","Kids Neutral Red Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Red Classic Embroidered X Short Sleeve T-Shirt. Available in Red.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Red","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eafc7cfedc.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eafc7cfedc.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eafd14e230.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eafd2b1608.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eafd453903.opt.webp","https://shopwithabc.com/lb/en/product/kids-neutral-red-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141315","65100858","Kids Neutral Light Yellow Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Light Yellow Classic Embroidered X Short Sleeve T-Shirt. Available in Lt Yellow.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Lt Yellow","4|6|8|10|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eadcac7a9c.webp?id=211992","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eadcac7a9c.webp?id=211992|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eadd984091.opt.webp?id=211993|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eadde5477c.opt.webp?id=211994|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eade170658.webp?id=211995","https://shopwithabc.com/lb/en/product/kids-neutral-light-yellow-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141309","65100852","Kids Neutral Aqua Classic Embroidered X Short Sleeve T-Shirt","blue banana — Kids Neutral Aqua Classic Embroidered X Short Sleeve T-Shirt. Available in Aqua.","true","blue banana","17","34","USD","kids-clothing-tops-and-t-shirts","Aqua","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eac1e9e2f3.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a1eac1e9e2f3.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a1eac26d9480.webp","https://shopwithabc.com/lb/en/product/kids-neutral-aqua-classic-embroidered-x-short-sleeve-t-shirt"
"abc-141303","65100846","Kids Neutral White Ethno-X Graphic Short Sleeve T-Shirt","blue banana — Kids Neutral White Ethno-X Graphic Short Sleeve T-Shirt. Available in White.","true","blue banana","20.4","34","USD","kids-clothing-tops-and-t-shirts","White","4|6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d9a2d7e408.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d9a2d7e408.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d9a351f063.opt.webp","https://shopwithabc.com/lb/en/product/kids-neutral-white-ethno-x-graphic-short-sleeve-t-shirt"
"abc-141298","65100841","Kids Neutral Sky Blue Ethno-X Graphic Short Sleeve T-Shirt","blue banana — Kids Neutral Sky Blue Ethno-X Graphic Short Sleeve T-Shirt. Available in Sky Blue.","true","blue banana","13.6","34","USD","kids-clothing-tops-and-t-shirts","Sky Blue","6|8|10|12|14","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d9984ccbc0.webp?id=210162","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d9984ccbc0.webp?id=210162|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d99925c05f.webp?id=210164|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a0d9995757f8.webp?id=210165","https://shopwithabc.com/lb/en/product/kids-neutral-sky-blue-ethno-x-graphic-short-sleeve-t-shirt"
"abc-141069","65070383","Kids Boys Sailing BK Boat Short Sleeve T-shirt","HACKETT LONDON — Kids Boys Sailing BK Boat Short Sleeve T-shirt. Available in Old Navy.","true","HACKETT LONDON","32.4","54","USD","kids-clothing-tops-and-t-shirts","Old Navy","2","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8ed958b08.webp?id=209966","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8ed958b08.webp?id=209966","https://shopwithabc.com/lb/en/product/kids-boys-sailing-bk-boat-short-sleeve-t-shirt"
"abc-141061","65070327","Kids Boys Heritage H Short Sleeve T-shirt","HACKETT LONDON — Kids Boys Heritage H Short Sleeve T-shirt. Available in Old Navy.","true","HACKETT LONDON","23.6","59","USD","kids-clothing-tops-and-t-shirts","Old Navy","2|7|11","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8f322b70b.webp?id=209973","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8f322b70b.webp?id=209973","https://shopwithabc.com/lb/en/product/kids-boys-heritage-h-short-sleeve-t-shirt"
"abc-141053","65070319","Kids Boys Classic Fit Short Sleeve LRC Logo T-Shirt","HACKETT LONDON — Kids Boys Classic Fit Short Sleeve LRC Logo T-Shirt. Available in Old Navy.","true","HACKETT LONDON","27","54","USD","kids-clothing-tops-and-t-shirts","Old Navy","2","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8f7e14dc6.webp?id=209979","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8f7e14dc6.webp?id=209979","https://shopwithabc.com/lb/en/product/kids-boys-classic-fit-short-sleeve-lrc-logo-t-shirt"
"abc-141005","65070159","Kids Boys Sailing Club 1983 Print Short Sleeve T-shirt","HACKETT LONDON — Kids Boys Sailing Club 1983 Print Short Sleeve T-shirt. Available in Old Navy.","true","HACKETT LONDON","27","54","USD","kids-clothing-tops-and-t-shirts","Old Navy","2|7|9|15","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8a05b0665.webp?id=209907","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8a05b0665.webp?id=209907","https://shopwithabc.com/lb/en/product/kids-boys-sailing-club-1983-print-short-sleeve-t-shirt"
"abc-140997","65070151","Kids Boys Classic Fit Tiger Print Logo T-Shirt","HACKETT LONDON — Kids Boys Classic Fit Tiger Print Logo T-Shirt. Available in Sage Green.","true","HACKETT LONDON","27","54","USD","kids-clothing-tops-and-t-shirts","Sage Green","2|9","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d89617c1e2.webp?id=209906","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d89617c1e2.webp?id=209906","https://shopwithabc.com/lb/en/product/kids-boys-classic-fit-tiger-print-logo-t-shirt"
"abc-140982","65070408","Kids Boys Regular Fit 5 Pocket Light Wash Denim Jeans","HACKETT LONDON — Kids Boys Regular Fit 5 Pocket Light Wash Denim Jeans. Available in Lt Blue.","true","HACKETT LONDON","35.6","89","USD","kids-clothing-jeans","Lt Blue","3|15","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8da2a80ce.webp?id=209946","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8da2a80ce.webp?id=209946","https://shopwithabc.com/lb/en/product/kids-boys-regular-fit-5-pocket-light-wash-denim-jeans"
"abc-140973","65070399","Kids Boys Relaxed Fit 5 Pocket Ecru Wash Denim Jeans","HACKETT LONDON — Kids Boys Relaxed Fit 5 Pocket Ecru Wash Denim Jeans. Available in Ambra Oro.","true","HACKETT LONDON","35.6","89","USD","kids-clothing-jeans","Ambra Oro","2|3|5|7|11|15","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8d1100267.webp?id=209940","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a0d8d1100267.webp?id=209940","https://shopwithabc.com/lb/en/product/kids-boys-relaxed-fit-5-pocket-ecru-wash-denim-jeans"
"abc-136860","65049059","Kids Girls Fitted Cycling Shorts","Tommy Hilfiger — Kids Girls Fitted Cycling Shorts. Available in C1g Darknightnavy.","true","Tommy Hilfiger","35.4","59","USD","kids-clothing-skirts-and-shorts","C1g Darknightnavy","12","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fdc0e5c05b7.opt.webp?id=207056","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fdc0e5c05b7.opt.webp?id=207056|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0f700ad6.opt.webp?id=207057|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0f96c10f.opt.webp?id=207058|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0fb6072b.opt.webp?id=207059","https://shopwithabc.com/lb/en/product/kids-girls-fitted-cycling-shorts"
"abc-136773","65048646","Kids Boys Logo Embroidery Terry Joggers","Tommy Hilfiger — Kids Boys Logo Embroidery Terry Joggers. Available in C1g Darknightnavy.","true","Tommy Hilfiger","47","94","USD","kids-clothing-trousers-and-leggings","C1g Darknightnavy","2|16","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fda519b0bc9.opt.webp?id=207010","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fda519b0bc9.opt.webp?id=207010|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda5234c893.opt.webp?id=207011|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda5251ea3e.opt.webp?id=207012|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda526eb4eb.opt.webp?id=207013","https://shopwithabc.com/lb/en/product/kids-boys-logo-embroidery-terry-joggers"
"abc-133658","65101485","Kids Girls Shell Swim Dress Coverup - Yellow","carter's — Kids Girls Shell Swim Dress Coverup - Yellow. Available in Yellow.","true","carter's","15.5","31","USD","kids-clothing-swimwear","Yellow","2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef41b70e23c.opt.webp?id=203928","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef41b70e23c.opt.webp?id=203928|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef41c3101f2.opt.webp?id=203929|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef41c4d9ef7.opt.webp?id=203930","https://shopwithabc.com/lb/en/product/kids-girls-shell-swim-dress-coverup-yellow"
"abc-133604","65101431","Baby Neutral Farm Print 2 Pack Sleep & Play","carter's — Baby Neutral Farm Print 2 Pack Sleep & Play. Available in Assorted.","true","carter's","29.4","42","USD","kids-clothing-pyjamas-and-robes","Assorted","9M","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3d91cf3b9.opt.webp?id=203897","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3d91cf3b9.opt.webp?id=203897|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da10bb86.opt.webp?id=203898|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da48b6c9.opt.webp?id=203899|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da69d3ba.opt.webp?id=203900","https://shopwithabc.com/lb/en/product/baby-neutral-farm-print-2-pack-sleep-play"
"abc-133588","65101415","Baby Boy Whale Purely Soft Snug Fit 1-Piece Pajama - Blue","carter's — Baby Boy Whale Purely Soft Snug Fit 1-Piece Pajama - Blue. Available in Blue.","true","carter's","14.5","29","USD","kids-clothing-pyjamas-and-robes","Blue","12M","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3c6fd7b58.opt.webp?id=203883","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3c6fd7b58.opt.webp?id=203883|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c7bc79e0.opt.webp?id=203884|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c7f53d8a.opt.webp?id=203885|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c816e981.opt.webp?id=203886|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c83416cd.opt.webp?id=203887|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c854767a.opt.webp?id=203888","https://shopwithabc.com/lb/en/product/baby-boy-whale-purely-soft-snug-fit-1-piece-pajama-blue"
"abc-133585","65101412","Baby Girl Flamingo Purely Soft Snug Fit 1-Piece Pajama - Ivory","carter's — Baby Girl Flamingo Purely Soft Snug Fit 1-Piece Pajama - Ivory. Available in White.","true","carter's","14.5","29","USD","kids-clothing-pyjamas-and-robes","White","12M","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fb115458aa3.opt.webp?id=206457","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fb115458aa3.opt.webp?id=206457|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb115b45da9.opt.webp?id=206458|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb11685d888.opt.webp?id=206460","https://shopwithabc.com/lb/en/product/baby-girl-flamingo-purely-soft-snug-fit-1-piece-pajama-ivory"
"abc-133581","65101408","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","carter's — Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue. Available in Assorted.","true","carter's","29.4","42","USD","kids-clothing-pyjamas-and-robes","Assorted","NB|3M|6M|9M","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3be3ec443.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3be3ec443.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3beebda3a.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3bf265f06.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3bf4eb779.opt.webp","https://shopwithabc.com/lb/en/product/baby-girl-2-pack-ice-cream-sleeper-purpleblue"
"abc-133579","65101406","Baby Boy 2-Pack Lemon Sleep & Play Pajamas - Yellow&Blue","carter's — Baby Boy 2-Pack Lemon Sleep & Play Pajamas - Yellow&Blue. Available in Assorted.","true","carter's","29.4","42","USD","kids-clothing-pyjamas-and-robes","Assorted","6M","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3b912585c.opt.webp?id=203875","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3b912585c.opt.webp?id=203875|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3b9f07d44.opt.webp?id=203876|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3ba112eb3.opt.webp?id=203877|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3ba3014e5.opt.webp?id=203878","https://shopwithabc.com/lb/en/product/baby-boy-2-pack-lemon-sleep-play-pajamas-yellowblue"
